iter	Passed	Remaining
4752	49421	2568
4753	49435	2558
4754	49455	2548
4755	49484	2538
4756	49500	2528
4757	49514	2518
4758	49526	2508
4759	49542	2497
4760	49558	2487
4761	49583	2478
4762	49596	2467
4763	49618	2457
4764	49656	2448
4765	49673	2438
4766	49687	2428
4767	49702	2418
4768	49717	2408
4769	49738	2398
4770	49754	2388
4771	49775	2378
4772	49805	2368
4773	49819	2358
4774	49831	2348
4775	49842	2337
4776	49853	2327
4777	49865	2316
4778	49881	2306
4779	49904	2296
4780	49919	2286
4781	49936	2276
4782	49950	2266
4783	49967	2256
4784	49981	2245
4785	49995	2235
4786	50008	2225
4787	50018	2214
4788	50037	2204
4789	50048	2194
4790	50059	2183
4791	50073	2173
4792	50092	2163
4793	50107	2153
4794	50122	2142
4795	50141	2132
4796	50156	2122
4797	50167	2112
4798	50186	2102
4799	50198	2091
4800	50209	2081
4801	50221	2070
4802	50234	2060
4803	50244	2049
4804	50253	2039
4805	50263	2028
4806	50278	2018
4807	50287	2008
4808	50298	1997
4809	50310	1987
4810	50319	1976
4811	50328	1966
4812	50338	1955
4813	50349	1945
4814	50358	1934
4815	50373	1924
4816	50397	1914
4817	50410	1904
4818	50420	1893
4819	50435	1883
4820	50450	1873
4821	50462	1862
4822	50474	1852
4823	50484	1841
4824	50494	1831
4825	50501	1820
4826	50511	1810
4827	50520	1799
4828	50529	1789
4829	50539	1778
4830	50548	1768
4831	50558	1757
4832	50567	1747
4833	50577	1736
4834	50586	1726
4835	50602	1716
4836	50619	1705
4837	50627	1695
4838	50637	1684
4839	50645	1674
4840	50657	1663
4841	50665	1653
4842	50677	1642
4843	50689	1632
4844	50698	1621
4845	50707	1611
4846	50718	1600
4847	50728	1590
4848	50739	1580
4849	50747	1569
4850	50757	1559
4851	50768	1548
4852	50778	1538
4853	50788	1527
4854	50798	1517
4855	50808	1506
4856	50818	1496
4857	50834	1485
4858	50843	1475
4859	50853	1464
4860	50862	1454
4861	50871	1443
4862	50887	1433
4863	50909	1423
4864	50921	1413
4865	50932	1402
4866	50940	1392
4867	50952	1381
4868	50959	1371
4869	50971	1360
4870	50980	1350
4871	50988	1339
4872	51000	1329
4873	51008	1318
4874	51018	1308
4875	51027	1297
4876	51036	1287
4877	51045	1276
4878	51053	1266
4879	51064	1255
4880	51072	1245
4881	51083	1234
4882	51093	1224
4883	51105	1213
4884	51184	1204
4885	51197	1194
4886	51213	1184
4887	51230	1173
4888	51241	1163
4889	51254	1152
4890	51265	1142
4891	51274	1131
4892	51283	1121
4893	51294	1111
4894	51302	1100
4895	51321	1090
4896	51331	1079
4897	51343	1069
4898	51351	1058
4899	51362	1048
4900	51373	1037
4901	51382	1027
4902	51394	1016
4903	51405	1006
4904	51417	995
4905	51436	985
4906	51447	975
4907	51463	964
4908	51476	954
4909	51487	943
4910	51499	933
4911	51512	922
4912	51528	912
4913	51557	902
4914	51574	891
4915	51590	881
4916	51606	871
4917	51621	860
4918	51630	850
4919	51641	839
4920	51652	829
4921	51662	818
4922	51674	808
4923	51691	797
4924	51705	787
4925	51720	776
4926	51733	766
4927	51743	755
4928	51754	745
4929	51767	735
4930	51779	724
4931	51790	714
4932	51803	703
4933	51916	694
4934	51933	684
4935	51993	674
4936	52012	663
4937	52032	653
4938	52045	642
4939	52059	632
4940	52071	621
4941	52084	611
4942	52099	600
4943	52119	590
4944	52138	579
4945	52153	569
4946	52166	558
4947	52181	548
4948	52197	537
4949	52209	527
4950	52221	516
4951	52247	506
4952	52262	495
4953	52274	485
4954	52285	474
4955	52296	464
4956	52309	453
4957	52321	443
4958	52331	432
4959	52345	422
4960	52361	411
4961	52379	401
4962	52391	390
4963	52406	380
4964	52424	369
4965	52441	359
4966	52458	348
4967	52470	337
4968	52491	327
4969	52509	316
4970	52524	306
4971	52539	295
4972	52550	285
4973	52560	274
4974	52571	264
4975	52582	253
4976	52593	243
4977	52604	232
4978	52616	221
4979	52627	211
4980	52641	200
4981	52654	190
4982	52667	179
4983	52683	169
4984	52696	158
4985	52712	148
4986	52727	137
4987	52739	126
4988	52752	116
4989	52765	105
4990	52777	95
4991	52790	84
4992	52805	74
4993	52823	63
4994	52838	52
4995	52852	42
4996	52865	31
4997	52880	21
4998	52893	10
4999	52906	0
